transaction_id,account_id,transaction_date,transaction_type,channel,amount,currency,status
429,178,2025-01-13,transfer_in,branch,4729.62,BRL,rejected
430,77,2025-08-03,transfer_in,branch,1145.62,BRL,approved
431,265,2026-04-25,transfer_out,branch,3932.01,BRL,approved
432,44,2026-03-16,payment,branch,4230.55,BRL,approved
433,225,2025-01-31,transfer_in,atm,4266.19,BRL,approved
434,296,2025-01-10,withdrawal,branch,1534.8,BRL,approved
435,174,2026-02-18,withdrawal,atm,2101.55,BRL,approved
436,301,2025-02-02,deposit,internet_banking,2842.21,BRL,approved
437,170,2026-02-05,transfer_out,branch,3152.9,BRL,approved
438,201,2025-07-12,deposit,branch,2677.11,BRL,approved
439,169,2025-11-08,transfer_out,mobile_app,4810.07,BRL,approved
440,54,2026-05-16,transfer_out,mobile_app,896.4,BRL,approved
441,102,2026-01-31,deposit,atm,4557.61,BRL,approved
442,120,2025-03-13,payment,branch,3301.25,BRL,approved
443,189,2025-12-01,transfer_out,branch,65.12,BRL,pending
444,81,2026-03-05,deposit,branch,654.4,BRL,approved
445,200,2025-07-30,withdrawal,atm,658.36,BRL,pending
446,364,2025-11-14,transfer_in,internet_banking,802.32,BRL,rejected
447,367,2025-01-08,transfer_in,internet_banking,1384.45,BRL,pending
448,33,2025-09-10,transfer_in,atm,3028.19,BRL,rejected
449,252,2025-02-10,transfer_in,mobile_app,2318.85,BRL,approved
450,331,2025-11-01,transfer_in,branch,1740.44,BRL,rejected
451,90,2026-03-19,transfer_in,branch,1253.18,BRL,pending
452,338,2025-04-08,withdrawal,branch,3495.62,BRL,approved
453,123,2025-10-26,withdrawal,mobile_app,1376.14,BRL,approved
454,253,2025-05-05,transfer_in,atm,4962.02,BRL,approved
455,54,2025-11-30,transfer_out,branch,3835.03,BRL,pending
456,85,2025-02-15,payment,branch,1044.79,BRL,approved
457,38,2026-02-13,transfer_in,internet_banking,1911.97,BRL,pending
458,20,2025-05-20,deposit,atm,1260.52,BRL,pending
459,249,2025-09-06,transfer_in,branch,350.5,BRL,approved
460,242,2025-06-24,payment,mobile_app,4209.4,BRL,rejected
461,52,2026-02-05,withdrawal,internet_banking,1477.78,BRL,approved
462,344,2025-06-07,deposit,branch,3390.14,BRL,approved
463,92,2025-08-10,withdrawal,branch,3574.92,BRL,approved
464,326,2025-04-16,transfer_out,branch,3208.65,BRL,approved
465,228,2025-02-19,deposit,branch,2995.04,BRL,approved
466,128,2025-07-24,payment,mobile_app,4544.69,BRL,approved
467,216,2025-12-12,deposit,internet_banking,4946.56,BRL,approved
468,113,2025-06-21,deposit,internet_banking,3986.65,BRL,approved
469,213,2025-12-01,transfer_out,atm,547.34,BRL,rejected
470,321,2026-02-09,withdrawal,branch,3127.12,BRL,approved
471,119,2025-11-28,withdrawal,internet_banking,538.37,BRL,approved
472,206,2025-08-06,payment,branch,69.79,BRL,approved
473,34,2026-01-13,payment,mobile_app,3253.23,BRL,approved
474,112,2026-05-27,transfer_in,mobile_app,1514.66,BRL,rejected
475,292,2025-04-08,withdrawal,atm,1267.18,BRL,pending
476,348,2025-11-22,withdrawal,branch,1666.91,BRL,approved
477,172,2026-04-05,deposit,branch,3046.58,BRL,rejected
478,328,2025-01-14,withdrawal,internet_banking,2522.07,BRL,approved
479,316,2026-03-15,deposit,internet_banking,1551.15,BRL,rejected
480,41,2026-05-26,deposit,atm,696.4,BRL,approved
481,78,2025-02-08,transfer_in,internet_banking,1029.88,BRL,rejected
482,228,2025-11-22,payment,mobile_app,679.99,BRL,rejected
483,213,2025-08-23,payment,atm,3755.25,BRL,approved
484,125,2025-09-12,withdrawal,internet_banking,2701.17,BRL,rejected
485,196,2026-03-29,transfer_out,mobile_app,1614.97,BRL,approved
486,252,2025-02-23,deposit,internet_banking,4768.77,BRL,approved
487,65,2025-07-29,deposit,internet_banking,876.64,BRL,rejected
488,41,2025-11-15,transfer_in,internet_banking,3627.7,BRL,approved
489,126,2025-09-12,transfer_in,atm,890.41,BRL,approved
490,296,2025-07-26,transfer_in,atm,4838.95,BRL,pending
491,41,2025-06-21,payment,branch,1997.24,BRL,pending
492,217,2026-03-20,transfer_out,internet_banking,3050.88,BRL,pending
493,11,2025-03-27,transfer_in,atm,2142.71,BRL,rejected
494,276,2025-06-29,withdrawal,atm,2768.73,BRL,pending
495,238,2026-01-20,payment,branch,2273.48,BRL,approved
496,171,2025-07-20,withdrawal,internet_banking,3577.17,BRL,approved
497,3,2026-01-19,deposit,branch,4309.66,BRL,pending
498,213,2026-01-18,transfer_in,branch,4852.76,BRL,pending
499,158,2025-02-09,transfer_out,mobile_app,365.46,BRL,pending
500,290,2026-03-23,withdrawal,atm,979.2,BRL,approved
501,261,2026-01-13,transfer_in,mobile_app,3178.55,BRL,pending
502,218,2025-02-05,withdrawal,atm,1219.34,BRL,approved
503,358,2026-04-12,withdrawal,internet_banking,1314.04,BRL,approved
504,127,2025-06-15,transfer_out,mobile_app,2895.93,BRL,approved
505,48,2025-03-24,transfer_in,internet_banking,1994.36,BRL,pending
506,85,2025-11-06,transfer_in,branch,1271.83,BRL,rejected
507,158,2025-04-02,transfer_in,mobile_app,3764.79,BRL,rejected
508,177,2025-08-03,withdrawal,branch,1352.42,BRL,approved
509,4,2025-01-02,withdrawal,mobile_app,4083.78,BRL,approved
510,357,2025-10-23,transfer_in,branch,2629.56,BRL,approved
511,91,2025-05-18,payment,internet_banking,940.14,BRL,pending
512,94,2026-04-07,transfer_out,internet_banking,4742.93,BRL,approved
513,103,2025-07-16,deposit,atm,3752.08,BRL,pending
514,226,2025-06-20,transfer_out,mobile_app,554.89,BRL,approved
515,44,2025-03-07,transfer_in,atm,632.16,BRL,approved
516,300,2025-04-14,withdrawal,mobile_app,2394.71,BRL,approved
517,137,2025-02-12,deposit,mobile_app,3329.96,BRL,approved
518,268,2025-09-30,deposit,branch,1884.57,BRL,pending
519,173,2026-01-15,transfer_out,atm,2152.97,BRL,approved
520,123,2026-01-23,payment,mobile_app,3328.74,BRL,approved
521,170,2026-02-16,deposit,internet_banking,25.39,BRL,approved
522,309,2025-10-14,deposit,internet_banking,4346.34,BRL,approved
523,232,2026-05-02,transfer_out,branch,3434.06,BRL,approved
524,2,2026-01-04,payment,mobile_app,92.99,BRL,approved
525,348,2026-05-12,transfer_in,branch,1175.46,BRL,rejected
526,42,2026-05-03,payment,mobile_app,2145.3,BRL,pending
527,151,2025-05-27,transfer_out,mobile_app,983.43,BRL,approved
528,255,2026-04-24,deposit,internet_banking,1513.73,BRL,pending
529,60,2025-09-04,transfer_in,internet_banking,3316.58,BRL,approved
530,88,2025-01-30,deposit,internet_banking,536.29,BRL,approved
531,197,2025-09-21,payment,branch,1109.68,BRL,approved
532,341,2026-05-19,withdrawal,mobile_app,4614.45,BRL,approved
533,115,2025-03-08,transfer_out,atm,3834.02,BRL,pending
534,368,2026-03-24,transfer_in,internet_banking,3273.06,BRL,approved
535,133,2025-04-25,deposit,mobile_app,1461.97,BRL,approved
536,304,2025-04-29,withdrawal,atm,3725.64,BRL,approved
537,161,2025-01-02,transfer_in,atm,2888.82,BRL,approved
538,303,2026-02-02,transfer_out,branch,957.39,BRL,approved
539,187,2025-08-16,withdrawal,mobile_app,2603.56,BRL,pending
540,5,2025-11-20,transfer_out,internet_banking,4263.29,BRL,approved
541,113,2025-05-31,transfer_in,atm,3403.1,BRL,approved
542,341,2025-11-13,deposit,mobile_app,2998.41,BRL,approved
543,362,2025-08-09,transfer_out,branch,2396.63,BRL,approved
544,361,2025-12-08,transfer_in,internet_banking,303.47,BRL,approved
545,376,2025-02-23,withdrawal,internet_banking,3505.03,BRL,pending
546,373,2025-06-13,transfer_in,mobile_app,1502.52,BRL,rejected
547,201,2026-04-30,payment,atm,2117.96,BRL,pending
548,201,2025-10-17,deposit,atm,2643.94,BRL,approved
549,359,2025-05-15,transfer_out,atm,1974.92,BRL,rejected
550,28,2025-06-17,payment,internet_banking,2293.09,BRL,pending
551,357,2025-05-29,transfer_in,internet_banking,1462.5,BRL,approved
552,101,2025-04-15,deposit,internet_banking,1817.51,BRL,pending
553,219,2025-04-09,withdrawal,atm,4630.67,BRL,pending
554,92,2025-12-13,deposit,branch,595.56,BRL,approved
555,322,2025-05-02,transfer_in,internet_banking,1232.56,BRL,pending
556,251,2025-06-26,payment,branch,3443.04,BRL,approved
557,238,2026-04-01,transfer_in,atm,1383.33,BRL,approved
558,62,2026-05-16,deposit,internet_banking,422.36,BRL,approved
559,301,2026-05-07,transfer_out,atm,4936.87,BRL,approved
560,304,2026-03-21,withdrawal,atm,1925.96,BRL,rejected
561,65,2025-07-09,deposit,branch,1632.89,BRL,approved
562,202,2026-05-16,transfer_out,mobile_app,4089.14,BRL,rejected
563,300,2025-05-08,transfer_out,internet_banking,3571.61,BRL,approved
564,93,2025-01-06,transfer_out,branch,3479.13,BRL,approved
565,63,2025-07-31,deposit,internet_banking,652.79,BRL,approved
566,288,2025-02-05,payment,mobile_app,4258.74,BRL,approved
567,260,2025-06-25,payment,branch,1824.16,BRL,approved
568,128,2025-10-28,payment,branch,240.37,BRL,approved
569,296,2025-12-27,transfer_in,internet_banking,3478.56,BRL,approved
570,340,2025-07-12,deposit,internet_banking,1193.13,BRL,approved
571,111,2025-08-10,withdrawal,atm,3014.7,BRL,approved
572,66,2025-09-19,transfer_out,atm,2115.85,BRL,pending
573,333,2025-03-27,withdrawal,atm,2006.3,BRL,pending
574,356,2025-03-14,withdrawal,atm,2684.16,BRL,approved
575,366,2025-06-17,payment,branch,2822.57,BRL,approved
576,162,2025-09-11,transfer_in,mobile_app,1900.92,BRL,approved
577,64,2026-02-21,transfer_out,mobile_app,558.85,BRL,approved
578,328,2025-12-08,deposit,atm,1820.47,BRL,approved
579,116,2026-01-22,payment,internet_banking,59.22,BRL,pending
580,54,2025-11-10,deposit,branch,886.9,BRL,approved
581,271,2025-10-16,payment,atm,3505.27,BRL,rejected
582,51,2026-02-03,deposit,internet_banking,862.03,BRL,approved
583,348,2026-02-17,transfer_out,branch,2762.84,BRL,rejected
584,66,2025-06-09,payment,internet_banking,57.39,BRL,approved
585,194,2025-02-24,transfer_out,atm,3679.76,BRL,approved
586,348,2026-04-14,transfer_out,internet_banking,2097.04,BRL,pending
587,182,2025-10-10,transfer_in,branch,2516.12,BRL,rejected
588,368,2025-03-31,withdrawal,atm,1532.89,BRL,pending
589,161,2025-03-20,deposit,internet_banking,3177.04,BRL,approved
590,85,2025-10-20,transfer_out,branch,296.48,BRL,approved
591,218,2025-05-20,transfer_out,branch,4662.88,BRL,pending
592,264,2026-02-20,transfer_out,mobile_app,3492.43,BRL,rejected
593,98,2025-12-20,deposit,internet_banking,3573.66,BRL,rejected
594,351,2026-04-05,transfer_out,internet_banking,221.36,BRL,rejected
595,116,2025-05-17,withdrawal,atm,384.86,BRL,approved
596,217,2026-01-18,transfer_in,mobile_app,1901.68,BRL,approved
597,348,2025-05-01,withdrawal,atm,4160.31,BRL,approved
598,248,2025-01-03,payment,branch,1331.11,BRL,approved
599,157,2025-02-06,transfer_out,branch,4130.38,BRL,rejected
600,250,2026-04-17,deposit,atm,1785.16,BRL,approved
601,182,2025-07-10,deposit,branch,35.72,BRL,approved
602,5,2025-07-22,deposit,mobile_app,2159.71,BRL,rejected
603,264,2026-05-15,withdrawal,mobile_app,2059.49,BRL,approved
604,337,2026-02-09,payment,atm,1138.22,BRL,approved
605,187,2025-10-03,transfer_in,mobile_app,4462.04,BRL,pending
606,337,2025-12-29,transfer_in,branch,817.55,BRL,approved
607,184,2025-10-19,withdrawal,mobile_app,562.22,BRL,approved
608,203,2025-02-02,transfer_in,internet_banking,3722.18,BRL,approved
609,246,2026-05-16,payment,branch,602.77,BRL,approved
610,167,2026-02-03,transfer_in,internet_banking,2514.27,BRL,approved
611,56,2025-12-19,deposit,mobile_app,639.36,BRL,approved
612,27,2025-01-09,payment,branch,2154.03,BRL,pending
613,149,2026-03-16,payment,internet_banking,2434.79,BRL,rejected
614,79,2025-10-15,transfer_out,mobile_app,942.43,BRL,approved
615,359,2026-03-16,withdrawal,internet_banking,3334.99,BRL,pending
616,362,2026-05-30,deposit,internet_banking,3508.71,BRL,approved
617,303,2025-05-16,withdrawal,branch,1154.63,BRL,approved
618,141,2026-03-13,withdrawal,mobile_app,4646.2,BRL,rejected
619,103,2026-01-25,deposit,branch,4323.11,BRL,rejected
620,157,2026-03-13,withdrawal,branch,1116.66,BRL,approved
621,262,2025-11-08,transfer_in,mobile_app,3222.93,BRL,approved
622,187,2026-03-05,payment,internet_banking,4715.56,BRL,approved
623,25,2025-02-23,withdrawal,atm,214.04,BRL,approved
624,147,2025-04-14,transfer_in,branch,1408.0,BRL,approved
625,130,2025-11-08,transfer_in,mobile_app,1824.27,BRL,approved
626,343,2025-05-14,deposit,atm,3417.98,BRL,approved
627,186,2026-01-16,transfer_out,internet_banking,2649.02,BRL,approved
628,108,2025-04-19,transfer_out,internet_banking,1926.41,BRL,rejected
629,62,2025-07-15,deposit,internet_banking,2936.94,BRL,pending
630,51,2025-12-18,deposit,atm,4709.67,BRL,pending
631,104,2025-02-14,transfer_out,internet_banking,3606.64,BRL,approved
632,215,2025-12-22,transfer_out,atm,3560.9,BRL,pending
633,323,2025-03-11,deposit,branch,4555.14,BRL,pending
634,269,2025-06-20,transfer_out,atm,3956.52,BRL,approved
635,149,2025-03-04,deposit,internet_banking,4779.46,BRL,pending
636,254,2025-03-18,transfer_out,internet_banking,4352.58,BRL,pending
637,261,2026-02-04,transfer_in,branch,2816.87,BRL,rejected
638,140,2025-06-13,withdrawal,internet_banking,928.49,BRL,rejected
639,357,2026-04-12,deposit,atm,4396.98,BRL,approved
640,113,2025-05-02,payment,internet_banking,3544.19,BRL,approved
641,24,2025-02-10,transfer_out,internet_banking,1198.7,BRL,approved
642,69,2025-02-22,payment,internet_banking,4368.18,BRL,approved
643,274,2025-12-22,deposit,atm,16.99,BRL,approved
644,43,2025-05-17,transfer_out,branch,1327.55,BRL,rejected
645,151,2025-01-11,payment,atm,4926.45,BRL,approved
646,375,2025-01-17,payment,mobile_app,891.91,BRL,pending
647,335,2025-07-31,payment,branch,4351.43,BRL,approved
648,167,2026-02-09,payment,internet_banking,1027.55,BRL,pending
649,119,2026-05-06,transfer_in,mobile_app,1849.51,BRL,pending
650,93,2025-06-30,transfer_in,internet_banking,933.29,BRL,rejected
651,252,2025-01-22,withdrawal,atm,3241.35,BRL,approved
652,91,2025-07-12,transfer_in,mobile_app,3439.96,BRL,approved
653,37,2026-02-17,transfer_in,mobile_app,1233.82,BRL,rejected
654,71,2026-01-22,deposit,branch,3020.43,BRL,approved
655,57,2025-02-14,deposit,internet_banking,3819.59,BRL,approved
656,43,2025-01-14,payment,mobile_app,721.75,BRL,approved
657,278,2025-03-29,payment,internet_banking,4265.07,BRL,approved
658,246,2025-06-17,transfer_out,atm,4463.03,BRL,approved
659,246,2025-10-01,withdrawal,mobile_app,1226.61,BRL,approved
660,23,2025-04-16,deposit,branch,2727.76,BRL,approved
661,1,2026-03-14,withdrawal,branch,129.76,BRL,approved
662,181,2026-01-29,payment,mobile_app,1137.16,BRL,pending
663,87,2025-10-16,deposit,atm,1130.37,BRL,approved
664,316,2025-03-28,payment,mobile_app,600.57,BRL,rejected
665,78,2025-12-09,withdrawal,internet_banking,2148.86,BRL,pending
666,77,2025-10-21,payment,atm,3127.54,BRL,approved
667,139,2025-09-29,transfer_in,mobile_app,3312.04,BRL,approved
668,77,2026-02-04,withdrawal,branch,1608.08,BRL,pending
669,35,2025-10-13,deposit,internet_banking,2893.44,BRL,approved
670,166,2026-01-30,withdrawal,atm,917.54,BRL,approved
671,254,2026-02-28,transfer_in,atm,2411.63,BRL,approved
672,335,2026-05-25,withdrawal,branch,1922.09,BRL,rejected
673,275,2026-03-08,withdrawal,internet_banking,1929.29,BRL,approved
674,121,2025-01-18,payment,atm,24.3,BRL,rejected
675,243,2025-03-03,withdrawal,atm,4605.31,BRL,approved
676,72,2026-03-08,payment,internet_banking,2307.34,BRL,approved
677,115,2025-05-01,deposit,internet_banking,3737.51,BRL,pending
678,376,2026-03-11,deposit,atm,3483.65,BRL,approved
679,360,2025-03-17,deposit,branch,3317.11,BRL,rejected
680,81,2025-05-25,deposit,mobile_app,742.96,BRL,approved
681,40,2026-03-03,deposit,internet_banking,2850.22,BRL,approved
682,241,2025-11-03,withdrawal,branch,3743.05,BRL,pending
683,370,2025-01-14,payment,atm,2225.43,BRL,approved
684,80,2025-02-02,deposit,internet_banking,4406.97,BRL,rejected
685,83,2026-03-10,deposit,branch,1987.99,BRL,rejected
686,365,2026-05-29,payment,atm,4596.56,BRL,approved
687,217,2025-04-05,withdrawal,branch,1366.42,BRL,approved
688,109,2025-08-13,transfer_in,branch,3099.03,BRL,approved
689,287,2026-04-25,transfer_out,branch,4210.15,BRL,approved
690,335,2025-06-18,transfer_in,mobile_app,4138.0,BRL,approved
691,332,2025-04-22,transfer_in,mobile_app,981.71,BRL,approved
692,186,2025-12-10,transfer_out,mobile_app,3896.2,BRL,approved
693,145,2025-03-08,withdrawal,internet_banking,2712.42,BRL,rejected
694,6,2025-07-26,payment,mobile_app,946.84,BRL,approved
695,138,2025-02-15,deposit,branch,4883.55,BRL,approved
696,25,2025-11-13,payment,mobile_app,475.12,BRL,approved
697,145,2025-11-19,transfer_in,branch,2506.08,BRL,approved
698,67,2026-05-31,deposit,mobile_app,1663.28,BRL,rejected
699,77,2026-01-27,deposit,branch,2940.01,BRL,rejected
700,20,2026-04-20,payment,mobile_app,814.5,BRL,approved
701,368,2025-05-25,withdrawal,internet_banking,4423.17,BRL,rejected
702,265,2025-12-16,transfer_out,branch,3260.46,BRL,approved
703,174,2026-03-18,payment,mobile_app,1807.98,BRL,pending
704,123,2025-03-18,withdrawal,internet_banking,4985.08,BRL,rejected
705,322,2025-01-16,transfer_in,internet_banking,496.06,BRL,approved
706,281,2026-04-11,deposit,atm,2499.57,BRL,approved
707,152,2026-01-08,withdrawal,atm,350.13,BRL,approved
708,37,2026-04-17,withdrawal,atm,3556.17,BRL,pending
709,132,2025-05-24,transfer_in,mobile_app,3254.96,BRL,rejected
710,250,2025-10-21,deposit,branch,1823.73,BRL,pending
711,318,2025-11-18,withdrawal,atm,2209.73,BRL,approved
712,350,2025-09-27,transfer_in,mobile_app,2534.65,BRL,rejected
713,330,2025-09-08,deposit,mobile_app,3707.8,BRL,approved
714,54,2026-02-13,payment,mobile_app,1885.35,BRL,approved
715,199,2025-12-24,transfer_in,branch,3349.06,BRL,pending
716,329,2026-04-22,transfer_out,mobile_app,4501.63,BRL,approved
717,93,2026-02-11,deposit,branch,4588.13,BRL,approved
718,206,2025-12-17,payment,branch,331.71,BRL,approved
719,360,2026-04-11,transfer_in,mobile_app,580.49,BRL,rejected
720,80,2025-08-07,transfer_in,atm,736.11,BRL,rejected
721,17,2025-03-05,transfer_out,atm,3873.29,BRL,pending
722,243,2025-01-24,withdrawal,branch,279.85,BRL,approved
723,130,2025-03-12,withdrawal,atm,427.12,BRL,pending
724,42,2026-04-08,payment,branch,4370.14,BRL,rejected
725,110,2025-02-25,payment,mobile_app,928.55,BRL,pending
726,176,2025-12-24,payment,branch,831.02,BRL,pending
727,244,2025-06-14,transfer_out,branch,3447.26,BRL,approved
728,355,2025-01-11,transfer_out,internet_banking,1951.8,BRL,approved
729,371,2025-11-28,transfer_out,atm,3086.4,BRL,approved
730,78,2026-05-27,transfer_in,atm,4669.76,BRL,approved
731,346,2025-01-04,transfer_in,branch,1321.39,BRL,approved
732,325,2025-04-10,transfer_in,mobile_app,3198.19,BRL,approved
733,97,2025-06-20,transfer_in,branch,3485.27,BRL,approved
734,179,2025-01-15,withdrawal,atm,4762.36,BRL,approved
735,9,2026-05-30,payment,mobile_app,4484.31,BRL,pending
736,333,2025-12-27,transfer_in,atm,2076.13,BRL,rejected
737,219,2025-12-10,transfer_out,mobile_app,4870.61,BRL,approved
738,235,2025-06-16,transfer_in,branch,1871.88,BRL,pending
739,146,2025-04-12,transfer_in,mobile_app,3174.2,BRL,approved
740,46,2026-02-26,deposit,mobile_app,3085.14,BRL,pending
741,320,2026-03-31,transfer_out,mobile_app,507.51,BRL,approved
742,216,2026-04-11,withdrawal,branch,1122.17,BRL,approved
743,101,2025-12-26,transfer_in,branch,4753.25,BRL,pending
744,331,2026-01-19,transfer_in,internet_banking,47.95,BRL,rejected
745,146,2025-09-28,payment,atm,4399.24,BRL,pending
746,345,2026-03-01,withdrawal,mobile_app,30.75,BRL,approved
747,14,2025-11-22,withdrawal,atm,3954.65,BRL,approved
748,293,2026-02-05,transfer_in,internet_banking,1216.74,BRL,rejected
749,330,2026-03-16,transfer_in,internet_banking,4144.46,BRL,pending
750,373,2025-11-22,withdrawal,internet_banking,2021.56,BRL,pending
751,119,2025-05-10,deposit,mobile_app,3553.02,BRL,rejected
752,201,2025-06-12,payment,atm,4188.32,BRL,approved
753,48,2025-01-12,deposit,internet_banking,137.94,BRL,approved
754,317,2025-03-22,transfer_out,branch,4603.77,BRL,approved
755,376,2026-01-02,withdrawal,internet_banking,4917.24,BRL,approved
756,335,2025-09-09,withdrawal,branch,1491.64,BRL,approved
757,338,2025-05-28,deposit,mobile_app,1382.07,BRL,rejected
758,53,2025-05-06,deposit,mobile_app,2301.05,BRL,approved
759,145,2025-04-06,payment,mobile_app,4474.08,BRL,pending
760,186,2026-05-18,withdrawal,mobile_app,1960.09,BRL,pending
761,38,2025-03-20,transfer_in,internet_banking,4796.49,BRL,pending
762,193,2026-04-07,payment,internet_banking,3171.42,BRL,approved
763,153,2025-02-02,deposit,mobile_app,4519.15,BRL,approved
764,178,2025-01-06,transfer_in,internet_banking,4974.63,BRL,rejected
765,131,2025-01-31,deposit,mobile_app,972.3,BRL,rejected
766,263,2026-01-09,withdrawal,mobile_app,1089.37,BRL,approved
767,16,2025-03-27,payment,internet_banking,701.44,BRL,approved
768,141,2025-04-05,transfer_in,atm,1004.2,BRL,rejected
769,334,2026-05-23,payment,branch,2340.55,BRL,rejected
770,205,2025-07-22,withdrawal,atm,1257.96,BRL,pending
771,53,2025-11-16,transfer_out,internet_banking,3967.83,BRL,approved
772,370,2026-04-02,transfer_in,branch,2173.02,BRL,rejected
773,140,2026-01-28,payment,branch,3118.33,BRL,approved
774,291,2025-03-07,payment,branch,1876.06,BRL,approved
775,18,2026-02-24,transfer_out,atm,1272.79,BRL,rejected
776,331,2025-01-31,transfer_out,mobile_app,1767.74,BRL,approved
777,166,2026-01-02,transfer_in,internet_banking,3956.57,BRL,approved
778,111,2025-11-18,payment,mobile_app,1866.1,BRL,approved
779,164,2025-08-07,deposit,branch,3586.85,BRL,rejected
780,165,2026-01-30,withdrawal,atm,2812.59,BRL,rejected
781,109,2025-10-12,transfer_out,mobile_app,1095.14,BRL,rejected
782,331,2026-03-22,transfer_in,atm,3413.84,BRL,approved
783,102,2026-05-21,withdrawal,branch,257.8,BRL,approved
784,141,2026-04-09,transfer_in,internet_banking,605.1,BRL,rejected
785,168,2025-01-22,transfer_out,atm,1920.46,BRL,approved
786,330,2026-04-18,transfer_out,atm,4939.89,BRL,approved
787,207,2025-02-10,deposit,atm,4480.19,BRL,approved
788,36,2026-03-02,transfer_in,atm,484.65,BRL,approved
789,163,2025-11-17,payment,branch,2007.72,BRL,rejected
790,25,2026-04-11,transfer_in,branch,1499.23,BRL,approved
791,192,2025-08-18,transfer_out,mobile_app,522.69,BRL,approved
792,72,2026-03-23,deposit,internet_banking,4967.77,BRL,approved
793,46,2026-01-13,withdrawal,mobile_app,3623.3,BRL,approved
794,133,2025-11-08,deposit,mobile_app,562.91,BRL,approved
795,169,2026-01-24,transfer_out,atm,3960.22,BRL,approved
796,71,2025-05-10,transfer_out,atm,2308.86,BRL,approved
797,300,2025-05-06,transfer_in,internet_banking,3188.15,BRL,rejected
798,245,2025-11-26,transfer_in,branch,4881.98,BRL,approved
799,48,2025-03-26,payment,atm,3833.35,BRL,rejected
800,125,2025-03-18,withdrawal,branch,3477.88,BRL,approved
801,109,2026-04-25,deposit,branch,3355.79,BRL,approved
802,250,2025-11-17,deposit,atm,1708.85,BRL,pending
803,336,2025-04-19,withdrawal,internet_banking,4240.56,BRL,approved
804,187,2025-07-27,transfer_in,branch,4875.57,BRL,approved
805,36,2025-11-11,payment,mobile_app,2121.24,BRL,approved
806,237,2025-09-04,deposit,mobile_app,3727.68,BRL,pending
807,96,2026-04-09,payment,atm,152.65,BRL,approved
808,61,2026-03-18,transfer_out,internet_banking,429.49,BRL,approved
809,204,2025-12-08,transfer_out,mobile_app,2159.93,BRL,pending
810,140,2026-01-27,payment,branch,498.09,BRL,approved
811,151,2025-10-10,withdrawal,branch,2019.43,BRL,rejected
812,222,2025-09-12,deposit,mobile_app,3408.99,BRL,approved
813,59,2025-09-30,deposit,internet_banking,4476.34,BRL,approved
814,273,2026-02-19,deposit,branch,1384.54,BRL,pending
815,52,2025-10-02,withdrawal,branch,3672.28,BRL,approved
816,88,2025-10-22,withdrawal,atm,1744.69,BRL,approved
817,49,2026-05-04,withdrawal,atm,2521.17,BRL,approved
818,88,2025-06-20,payment,internet_banking,3410.4,BRL,approved
819,234,2026-05-01,withdrawal,branch,4811.59,BRL,approved
820,11,2025-03-20,withdrawal,internet_banking,4872.11,BRL,approved
821,305,2025-01-02,payment,branch,4848.01,BRL,approved
822,242,2025-01-18,deposit,atm,235.43,BRL,approved
823,269,2025-05-31,transfer_out,mobile_app,844.85,BRL,approved
824,156,2025-12-26,payment,atm,2268.56,BRL,pending
825,130,2025-12-28,payment,atm,2299.17,BRL,approved
826,266,2025-10-04,transfer_out,mobile_app,2426.93,BRL,approved
827,211,2025-05-26,withdrawal,atm,3300.24,BRL,pending
828,16,2026-03-18,withdrawal,atm,2892.15,BRL,approved
829,46,2026-01-22,withdrawal,mobile_app,4604.03,BRL,approved
830,321,2026-04-06,transfer_out,internet_banking,4497.11,BRL,approved
831,348,2026-02-05,payment,branch,4441.09,BRL,approved
832,159,2025-12-18,withdrawal,mobile_app,215.09,BRL,pending
833,233,2025-12-22,transfer_out,atm,4841.08,BRL,approved
834,5,2025-05-31,transfer_in,branch,4636.89,BRL,approved
835,268,2025-06-16,payment,atm,3122.74,BRL,pending
836,148,2025-01-16,deposit,branch,4000.93,BRL,approved
837,112,2025-05-07,payment,mobile_app,4129.1,BRL,pending
838,157,2025-01-01,deposit,mobile_app,2157.31,BRL,approved
839,71,2026-05-30,payment,internet_banking,4394.82,BRL,approved
840,366,2025-07-21,payment,branch,721.79,BRL,rejected
841,42,2026-04-30,payment,atm,1102.1,BRL,approved
842,348,2025-04-11,transfer_in,atm,2118.59,BRL,approved
843,306,2026-03-23,payment,atm,874.78,BRL,rejected
844,72,2026-03-03,withdrawal,internet_banking,1257.6,BRL,approved
845,157,2026-04-18,deposit,internet_banking,1493.7,BRL,pending
846,224,2026-03-29,deposit,atm,701.66,BRL,rejected
847,351,2026-03-14,payment,branch,2347.21,BRL,pending
848,211,2025-01-28,transfer_in,branch,148.09,BRL,approved
849,72,2025-09-06,transfer_out,atm,4535.18,BRL,approved
850,318,2025-10-28,transfer_out,mobile_app,4500.56,BRL,pending
851,65,2026-04-19,transfer_in,branch,3353.7,BRL,approved
852,44,2025-04-20,deposit,atm,1358.17,BRL,rejected
853,50,2025-12-06,payment,mobile_app,2831.56,BRL,approved
854,300,2025-02-24,transfer_out,internet_banking,3699.42,BRL,rejected
855,74,2026-05-23,transfer_out,internet_banking,3704.72,BRL,approved
856,346,2025-11-15,withdrawal,mobile_app,1511.45,BRL,pending
857,320,2025-01-01,withdrawal,internet_banking,582.4,BRL,rejected
858,62,2025-07-29,transfer_out,mobile_app,493.35,BRL,pending
